0	4	17	74	170	306	493	690	973	1407	1761	2143	2407	2376	2289	1361	1095	622	537	294	227	114	65	39	35	17	6	11	8	3	1																
18	38	53	99	190	325	478	675	913	1194	1444	1561	1505	1360	1150	703	406	240	147	114	83	38	25	27	10	16	11	4	3	2	3																
1	12	45	105	133	247	250	295	315	379	534	562	560	538	493	417	352	215	141	89	73	31	26	17	7	6	6	2	3	1	1																
8	24	88	181	268	329	206	180	170	134	158	126	119	84	75	45	41	15	14	3	2	0	1	0	1	0	0	0	0	0	0																
3	26	41	114	176	233	312	368	475	657	794	803	809	685	593	431	287	188	146	79	62	37	25	17	14	7	6	0	5	4	4																
0	4	24	73	135	187	254	307	364	401	478	428	380	344	278	224	149	130	90	68	34	19	16	9	9	3	1	2	1	0	1																
0	3	21	64	111	117	140	119	130	108	97	92	102	65	41	32	13	9	15	6	3	5	4	2	1	1	1	1	2	0	0																
0	5	98	327	586	906	1101	1196	1307	1152	1106	1008	886	754	569	371	308	209	140	118	70	57	23	29	16	19	14	9	7	4	3																
0	9	82	352	923	1454	1918	2247	2244	2133	2042	1818	1732	1284	973	731	496	315	226	145	85	76	51	35	15	14	8	9	11	4	1																
0	6	47	324	765	1177	1575	1746	1778	1970	2241	2364	2263	1844	1449	993	686	466	260	161	94	53	49	19	23	17	12	5	5	3	3																
2	10	45	200	679	1619	2234	2577	2772	3019	3395	3442	3471	2791	2261	1701	1092	840	557	395	248	171	140	83	47	27	19	12	6	9	4																
0	2	22	124	336	759	1285	1795	2252	2765	3825	4119	4158	3574	3026	2162	1720	1251	872	553	338	209	184	100	54	43	14	14	7	6	4																
0	8	93	423	813	1105	1222	1397	1447	1715	1837	1957	2034	1786	1429	1124	770	499	387	250	161	98	105	7	8	8	7	7	10	0	0																
0	5	77	459	1188	1703	1634	1580	1905	2291	2762	3127	2932	2465	1900	1379	1005	737	463	210	130	49	32	7	2	2	1	2	0	0	0																
3	9	111	516	1007	1578	1739	1584	1159	927	1087	1201	1411	1320	1259	977	780	560	433	301	233	172	152	81	61	28	24	8	1	1	0																
3	5	124	399	919	1697	2009	1718	1311	949	988	1108	1272	1188	1059	831	702	465	356	276	171	88	82	43	42	29	15	7	5	3	1																
0	0	21	168	559	1062	1604	1677	1677	1349	1366	1419	1522	1362	1265	1053	933	693	601	402	321	148	135	104	77	51	55	20	19	6	3																
0	1	4	88	333	683	996	1224	1169	1158	1005	1097	1044	1017	921	756	546	382	300	243	149	120	103	51	47	27	22	10	5	5	2																
0	8	14	45	194	456	787	1161	1337	1339	1185	1285	1145	961	893	650	386	363	207	152	96	57	78	32	22	5	7	8	1	1	0																
3	3	50	74	132	176	347	486	583	713	782	911	1046	908	821	622	540	388	276	200	158	99	75	68	28	30	9	7	4	0	0																
0	2	42	175	339	450	483	630	945	1145	1604	1715	1709	1642	1767	1399	1165	763	681	437	352	203	154	77	50	31	22	22	9	1	0																
0	1	31	168	588	938	800	562	650	861	1115	1343	1510	1543	1491	1245	1081	863	669	458	364	189	177	116	56	23	14	8	5	3	0																
0	2	8	73	343	750	1017	867	636	481	628	736	876	930	995	791	607	494	423	286	225	143	99	42	23	0	6	1	0	1	0																
0	4	29	112	259	542	808	824	728	535	656	675	870	970	1116	965	809	646	521	375	299	177	165	78	41	9	7	3	8	0	0																
0	3	18	45	123	185	291	332	298	304	291	417	532	583	622	670	498	444	458	380	304	292	290	218	160	104	66	32	26	11	1																
1	7	12	104	267	531	654	895	1019	943	900	844	878	947	859	857	657	479	493	410	392	281	246	162	139	78	73	54	33	17	7																
12	32	95	234	366	429	571	663	661	509	682	570	733	778	917	645	818	642	690	528	459	326	313	222	142	83	52	15	14	9	1																
#FlenComp2																																														
0	0	5	12	13	7	13	7	8	2	5	2	4	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0																
0	0	7	15	54	48	42	32	28	27	8	12	2	2	1	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
0	0	2	18	58	63	56	63	51	32	26	24	3	16	12	7	2	4	6	2	3	1	0	0	0	0	0	0	0	0	0																
0	0	0	4	27	48	55	58	68	52	58	26	23	9	16	6	5	3	1	0	1	0	0	1	0	0	0	0	0	0	0																
0	0	0	1	4	2	3	2	4	3	2	1	1	0	1	2	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0																
0	4	22	28	16	2	4	6	7	3	3	4	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0																
0	0	5	37	165	312	221	95	44	23	26	16	17	11	12	9	5	2	4	2	2	0	0	0	0	0	0	0	0	0	0																
0	0	1	5	25	22	15	9	3	1	2	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
0	0	1	3	12	16	55	74	53	27	11	6	3	5	5	7	6	3	1	0	3	0	0	0	0	0	0	0	0	0	0																
0	3	13	21	29	58	47	53	40	37	23	13	8	2	2	3	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0																
0	2	50	91	170	251	314	293	204	132	95	36	18	8	6	1	4	1	1	4	1	0	2	1	0	0	0	0	0	0	0																
0	0	5	33	231	393	490	442	272	239	195	149	109	48	37	14	8	0	2	1	1	0	0	0	0	0	0	0	0	0	0																
#F1wtage																																														
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	25.44246207																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	25.70208531																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.00879744																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	26.65963502																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	25.50879268																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.76570458																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	26.47803173																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.05068414																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	29.2192082																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.79424794																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.37326446																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	30.51484809																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	31.82203053																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	30.16861125																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	31.71104789																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	33.0492705																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.7193392																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.7193392																													
#F2wtage																																														
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.41106241																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	25.44246207																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	25.70208531																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.00879744																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	26.65963502																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	25.50879268																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.76570458																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	26.47803173																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.05068414																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	29.2192082																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.79424794																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	27.37326446																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	30.51484809																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	31.82203053																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	30.16861125																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	31.71104789																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	33.0492705																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.7193392																													
1.457	1.159	1.54	2.47	3.561	5.013	6.717	8.755	10.24	11.152	12.372	13.623	14.899	15.697	16.659	17.694	19.105	28.7193392																													
#Inum																																														
2																																														
#Inames																																														
Ind_Chile%Art_Chile																																														
#NobsInd																																														
32																																														
38																																														
#Indexyears																																														
1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023															
1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023									
#MonthIndices																																														
6																																														
6																																														
#Indexbiomasses																																														
72	34	23	23	16	16	12	8	10	7	7	5	6	6	9	87	96	75	72	60	40	42	26	35	29	50	29	36	32	54	55	59															
247	205	179	221	206	144	161	146	129	91	79	80	56	78	59	67	77	81	94	79	91	94	81	105	113	79	77	90	81	100	93	65	68	104	100	175	157	117									
#Indexstd																																														
#14.4	6.8	4.6	4.6	3.2	3.2	2.4	1.6	2	1.4	1.4	1	1.2	1.2	1.8	17.4	19.2	15	14.4	12	8	8.4	5.2	7	5.8	10	5.8	7.2	6.4	10.8	11	11.8															
7.2	3.4	2.3	2.3	1.6	1.6	1.2	0.8	1	0.7	0.7	0.5	0.6	0.6	0.9	8.7	9.6	7.5	7.2	6	4	4.2	2.6	3.5	2.9	5	2.9	3.6	3.2	5.4	5.5	5.9
98.8	82	71.6	88.4	82.4	57.6	64.4	58.4	51.6	36.4	31.6	32	22.4	31.2	23.6	26.8	30.8	32.4	37.6	31.6	36.4	37.6	32.4	42	45.2	31.6	30.8	36	32.4	40	37.2	26	27.2	41.6	40	70	62.8	46.8
#49.4	41	35.8	44.2	41.2	28.8	32.2	29.2	25.8	18.2	15.8	16	11.2	15.6	11.8	13.4	15.4	16.2	18.8	15.8	18.2	18.8	16.2	21	22.6	15.8	15.4	18	16.2	20	18.6	13	13.6	20.8	20	35	31.4	23.4									
